,dataset,max_time_mins,sampling_ratio0.001,sampling_ratio0.01,sampling_ratio0.05,sampling_ratio0.1,sampling_ratio0.15,sampling_ratio0.2,sampling_ratio0.3,sampling_ratio0.5,sampling_ratio1.0
SGDClassifier,41168,5,0.02563557068396979,0.042411642411642414,0.043077837195484255,0.04503105590062112,0.056782334384858045,0.07208806818181818,0.08066896212493851,0.08350100603621731,0.058317399617590825
RobustScaler,41168,5,0.01914689926603553,0.019126819126819128,0.013666072489601902,0.009627329192546583,0.006309148264984227,0.012428977272727272,0.010329562223315297,0.011569416498993963,0.0076481835564053535
MLPClassifier,41168,5,0.05127114136793958,0.03887733887733888,0.04426619132501485,0.05341614906832298,0.06354213609734115,0.04616477272727273,0.06246925725528775,0.06539235412474849,0.07648183556405354
ZeroCount,41168,5,0.02595468567173705,0.01787941787941788,0.018122400475341652,0.017701863354037266,0.010365029292474088,0.012428977272727272,0.01131333005410723,0.019114688128772636,0.006692160611854685
GradientBoostingClassifier,41168,5,0.06531220082969896,0.04864864864864865,0.0659536541889483,0.040372670807453416,0.04867057232987832,0.05894886363636364,0.050664043285784555,0.05482897384305835,0.06405353728489484
DecisionTreeClassifier,41168,5,0.18540580789277736,0.038461538461538464,0.05020796197266786,0.0891304347826087,0.10184767913474538,0.09232954545454546,0.05558288243974422,0.08350100603621731,0.06883365200764818
FastICA,41168,5,0.009147962982661418,0.009563409563409564,0.012477718360071301,0.012422360248447204,0.013970256872465074,0.012073863636363636,0.01131333005410723,0.012575452716297788,0.008604206500956023
RBFSampler,41168,5,0.009147962982661418,0.0060291060291060294,0.010398098633392751,0.010559006211180125,0.013970256872465074,0.0078125,0.011805213969503197,0.008551307847082495,0.009560229445506692
PCA,41168,5,0.014572917774704819,0.011226611226611227,0.00920974450386215,0.013354037267080746,0.018026137899954935,0.010298295454545454,0.008362026561731432,0.007545271629778672,0.008604206500956023
MaxAbsScaler,41168,5,0.01882778427826827,0.028690228690228692,0.0196078431372549,0.013975155279503106,0.010815682739972961,0.01775568181818182,0.019183472700442697,0.015090543259557344,0.016252390057361378
LogisticRegression,41168,5,0.04754813317732156,0.029313929313929316,0.011586452762923352,0.020807453416149067,0.016674177557458314,0.01953125,0.015248401377274963,0.023138832997987926,0.018164435946462717
PolynomialFeatures,41168,5,0.016913094351664718,0.01683991683991684,0.013963161021984551,0.013354037267080746,0.01757548445245606,0.017045454545454544,0.019675356615838663,0.017605633802816902,0.021032504780114723
FeatureAgglomeration,41168,5,0.009360706307839592,0.0029106029106029108,0.0059417706476530005,0.0055900621118012426,0.0067598017124831005,0.006392045454545455,0.006886374815543532,0.006036217303822937,0.0076481835564053535
OneHotEncoder,41168,5,0.03340070205297309,0.023492723492723494,0.021984551396316103,0.017080745341614908,0.02298332582244254,0.019176136363636364,0.01574028529267093,0.019114688128772636,0.017208413001912046
StandardScaler,41168,5,0.017764067652377407,0.01808731808731809,0.017825311942959002,0.020186335403726708,0.009914375844975214,0.009232954545454546,0.01721593703885883,0.01358148893360161,0.019120458891013385
Binarizer,41168,5,0.024571854058078928,0.007276507276507277,0.00861556743909685,0.009937888198757764,0.010365029292474088,0.02130681818181818,0.012297097884899164,0.012575452716297788,0.0076481835564053535
SelectPercentile,41168,5,0.021806190830762684,0.014553014553014554,0.01574569221628045,0.013664596273291925,0.015322217214961695,0.014914772727272728,0.015248401377274963,0.011066398390342052,0.009560229445506692
RFE,41168,5,0.02223167748111903,0.025155925155925157,0.025846702317290554,0.013975155279503106,0.01622352410995944,0.018821022727272728,0.008853910477127398,0.005533199195171026,0.01338432122370937
Normalizer,41168,5,0.022125305818529943,0.01392931392931393,0.013071895424836602,0.013043478260869565,0.015772870662460567,0.01775568181818182,0.01426463354648303,0.011569416498993963,0.008604206500956023
VarianceThreshold,41168,5,0.01340282948622487,0.011850311850311851,0.013071895424836602,0.013043478260869565,0.016674177557458314,0.010298295454545454,0.011805213969503197,0.017605633802816902,0.0076481835564053535
CombineDFs,41168,5,0.008084246356770556,0.004158004158004158,0.0020796197266785502,0.002173913043478261,0.0031545741324921135,0.0014204545454545455,0.0014756517461878996,0.0030181086519114686,0.0009560229445506692
SelectFromModel,41168,5,0.0010637166258908627,0.0004158004158004158,0.00029708853238265005,0.0012422360248447205,0.0009013068949977468,0.0003551136363636364,0.002951303492375799,0.001006036217303823,0.0019120458891013384
total_operators,41168,5,9401.0,4810.0,3366.0,3220.0,2219.0,2816.0,2033.0,1988.0,1046.0
total_pipelines,41168,5,4257.0,2627.0,1938.0,1835.0,1346.0,1646.0,1244.0,1226.0,670.0
