,dataset,max_time_mins,sampling_ratio0.0001,sampling_ratio0.001,sampling_ratio0.01,sampling_ratio0.05,sampling_ratio0.1,sampling_ratio0.15,sampling_ratio0.2,sampling_ratio0.3,sampling_ratio0.5,sampling_ratio1.0
MLPClassifier,42468,5,0.038619323808176544,0.04016860897594843,0.05088757396449704,0.05543478260869565,0.07543103448275862,0.053199137311286844,0.06241787122207622,0.05738476011288805,0.06863905325443787,0.06351039260969978
GradientBoostingClassifier,42468,5,0.05792898571226482,0.05504587155963303,0.06094674556213018,0.040942028985507244,0.06357758620689655,0.06110711718188354,0.07095926412614981,0.07055503292568203,0.06863905325443787,0.09237875288683603
StandardScaler,42468,5,0.013651152921205263,0.014133399454500373,0.009763313609467455,0.01920289855072464,0.014008620689655173,0.008626887131560028,0.009198423127463863,0.014111006585136407,0.010650887573964497,0.012702078521939953
VarianceThreshold,42468,5,0.007921912576036215,0.011405901314158196,0.010355029585798817,0.014855072463768116,0.009159482758620689,0.006470165348670022,0.0164257555847569,0.012229539040451553,0.009467455621301775,0.011547344110854504
RobustScaler,42468,5,0.023129155467534305,0.013637490701710886,0.008579881656804733,0.009057971014492754,0.00646551724137931,0.007189072609633357,0.008541392904073587,0.00658513640639699,0.009467455621301775,0.005773672055427252
FastICA,42468,5,0.007709718489178102,0.009670220679394992,0.015088757396449704,0.011956521739130435,0.007004310344827586,0.013659237958303379,0.00788436268068331,0.012229539040451553,0.010650887573964497,0.005773672055427252
Binarizer,42468,5,0.009124345734898854,0.008926357550210762,0.007692307692307693,0.008695652173913044,0.005387931034482759,0.002875629043853343,0.012483574244415242,0.00940733772342427,0.008284023668639054,0.005773672055427252
PolynomialFeatures,42468,5,0.019168199179516197,0.022563848251921648,0.013313609467455622,0.013043478260869565,0.009159482758620689,0.01509705248023005,0.005913272010512484,0.015051740357478834,0.008284023668639054,0.012702078521939953
ZeroCount,42468,5,0.013297496109775075,0.01834862385321101,0.01775147928994083,0.013043478260869565,0.010775862068965518,0.010064701653486701,0.013140604467805518,0.012229539040451553,0.008284023668639054,0.013856812933025405
MaxAbsScaler,42468,5,0.022138916395529777,0.01983635011157947,0.008284023668639054,0.013043478260869565,0.008620689655172414,0.005751258087706686,0.01576872536136662,0.008466603951081843,0.009467455621301775,0.013856812933025405
RFE,42468,5,0.023199886829820344,0.012645673196131912,0.011538461538461539,0.012681159420289856,0.012392241379310345,0.008626887131560028,0.013797634691195795,0.008466603951081843,0.005917159763313609,0.010392609699769052
SelectPercentile,42468,5,0.01874381100579997,0.01611703446565832,0.013609467455621301,0.006159420289855073,0.016163793103448277,0.010064701653486701,0.00788436268068331,0.011288805268109126,0.005917159763313609,0.011547344110854504
RBFSampler,42468,5,0.005941434432027161,0.009422266303000248,0.007100591715976331,0.009420289855072464,0.016163793103448277,0.015815959741193385,0.010512483574244415,0.004703668861712135,0.005917159763313609,0.015011547344110854
CombineDFs,42468,5,0.008770688923468667,0.005702950657079098,0.0020710059171597634,0.003260869565217391,0.0026939655172413795,0.0014378145219266715,0.000657030223390276,,,
Normalizer,42468,5,0.01223652567548451,0.009918175055789735,0.016568047337278107,0.014492753623188406,0.014008620689655173,0.015815959741193385,0.00985545335085414,0.014111006585136407,0.0035502958579881655,0.009237875288683603
Nystroem,42468,5,0.013297496109775075,0.004463178775105381,0.007100591715976331,0.008695652173913044,0.009159482758620689,0.007189072609633357,0.011169513797634692,0.01317027281279398,0.01301775147928994,0.009237875288683603
SelectFromModel,42468,5,0.002475597680011317,,0.0008875739644970414,0.0014492753623188406,0.0010775862068965517,0.0014378145219266715,,,0.002366863905325444,
MultinomialNB,42468,5,0.0010609704342905645,0.0014877262583684603,0.0029585798816568047,0.005797101449275362,0.003232758620689655,0.0035945363048166786,0.003942181340341655,0.00940733772342427,0.004733727810650888,0.004618937644341801
total_operators,42468,5,14138.0,4033.0,3380.0,2760.0,1856.0,1391.0,1522.0,1063.0,845.0,866.0
total_pipelines,42468,5,6495.0,2134.0,1922.0,1625.0,1154.0,861.0,943.0,661.0,565.0,569.0
