,dataset,max_time_mins,sampling_ratio0.001,sampling_ratio0.01,sampling_ratio0.05,sampling_ratio0.1,sampling_ratio0.15,sampling_ratio0.2,sampling_ratio0.3,sampling_ratio0.5,sampling_ratio1.0
StandardScaler,1596,5,0.02099236641221374,0.015147184909974278,0.00986059163549813,0.01839201261166579,0.008142116950407105,0.012396694214876033,0.008754863813229572,0.009859154929577466,0.01002865329512894
Binarizer,1596,5,0.014239577216676453,0.00685910260074307,0.009520571234274057,0.010509721492380452,0.009622501850481125,0.00909090909090909,0.0048638132295719845,0.007042253521126761,0.0014326647564469914
MaxAbsScaler,1596,5,0.02657075748678802,0.013432409259788511,0.008160489629377763,0.009458749343142408,0.013323464100666173,0.012396694214876033,0.0019455252918287938,0.014084507042253521,0.0057306590257879654
RBFSampler,1596,5,0.007046388725778039,0.00685910260074307,0.00884053043182591,0.008933263268523384,0.009622501850481125,0.013223140495867768,0.005836575875486381,0.008450704225352112,0.0071633237822349575
OneHotEncoder,1596,5,0.013505578391074574,0.01600457273506716,0.012240734444066644,0.01208617971623752,0.012583271650629163,0.00743801652892562,0.005836575875486381,0.007042253521126761,0.004297994269340974
VarianceThreshold,1596,5,0.018056371109806225,0.017147756501857674,0.007140428425705543,0.01786652653704677,0.009622501850481125,0.00909090909090909,0.009727626459143969,0.0028169014084507044,0.011461318051575931
RobustScaler,1596,5,0.01541397533763946,0.010860245784509859,0.011900714042842571,0.008933263268523384,0.005921539600296077,0.004132231404958678,0.006809338521400778,0.009859154929577466,0.004297994269340974
RFE,1596,5,0.02099236641221374,0.020863103743926838,0.017001020061203673,0.011560693641618497,0.008882309400444115,0.013223140495867768,0.011673151750972763,0.011267605633802818,0.011461318051575931
Nystroem,1596,5,0.005431591309453905,0.010002857959416977,0.007140428425705543,0.014713610089332634,0.015544041450777202,0.017355371900826446,0.021400778210116732,0.01971830985915493,0.01862464183381089
PolynomialFeatures,1596,5,0.02319436288901938,0.012860817376393255,0.011900714042842571,0.011560693641618497,0.009622501850481125,0.01487603305785124,0.008754863813229572,0.01267605633802817,0.01002865329512894
MultinomialNB,1596,5,0.0011743981209630064,0.005144326950557302,0.0047602856171370285,0.004729374671571204,0.007401924500370096,0.005785123966942148,0.0048638132295719845,0.007042253521126761,0.0071633237822349575
SelectPercentile,1596,5,0.012771579565472695,0.008859674192626465,0.011220673240394424,0.01418812401471361,0.011102886750555145,0.012396694214876033,0.009727626459143969,0.005633802816901409,0.008595988538681949
PCA,1596,5,0.013505578391074574,0.010002857959416977,0.015300918055083304,0.008407777193904361,0.011843079200592153,0.005785123966942148,0.011673151750972763,0.011267605633802818,0.008595988538681949
FastICA,1596,5,0.009541984732824428,0.009717062017719349,0.014960897653859231,0.005780346820809248,0.01924500370096225,0.00909090909090909,0.009727626459143969,0.007042253521126761,0.0071633237822349575
LogisticRegression,1596,5,0.014386376981796829,0.012289225492998,0.02448146888813329,0.02627430373095113,0.031088082901554404,0.02066115702479339,0.02237354085603113,0.02112676056338028,0.0329512893982808
CombineDFs,1596,5,0.0049911920140927775,0.005144326950557302,0.003060183611016661,0.0010509721492380452,0.0022205773501110288,0.0008264462809917355,0.0019455252918287938,,
Normalizer,1596,5,0.012771579565472695,0.018576736210345814,0.011560693641618497,0.011560693641618497,0.011102886750555145,0.014049586776859505,0.007782101167315175,0.007042253521126761,0.0057306590257879654
SelectFromModel,1596,5,0.0019083969465648854,0.0011431837667905116,0.0017001020061203672,0.002627430373095113,0.0022205773501110288,0.001652892561983471,0.0029182879377431907,,0.0028653295128939827
FeatureAgglomeration,1596,5,0.0032295948326482677,0.002572163475278651,0.007480448826929616,0.005254860746190226,0.005921539600296077,0.0024793388429752068,0.008754863813229572,0.005633802816901409,0.0057306590257879654
total_operators,1596,5,6812.0,3499.0,2941.0,1903.0,1351.0,1210.0,1028.0,710.0,698.0
total_pipelines,1596,5,3309.0,1933.0,1719.0,1158.0,848.0,760.0,665.0,473.0,473.0
